"2021-11-28 22:56:52+00:00";"";"""Dr"" (&amp; I use this term loosely) @ronnyjacksonTX is embarrassment to Univ of TX's Medical System, particularly Galveston Branch. He needs to b stripped of med license b/c he's continuing cause of too many covid deaths b4 &amp; after trump administration work.🙏he's never n ER again!"
"2021-11-28 22:56:52+00:00";"United Kingdom";"Great letter in @TheLancet about the COVID-19 Clinical Assessment Service (CCAS) who answered 603,269 calls and assessed 500,000 patients remotely between March 28 2020 and May 23 2021. Great to have been part of this with @SCAS999  https://t.co/dLCb5UvbcT 	#teamgp #NHS #COVID19"
"2021-11-28 22:56:51+00:00";"Helsinki, Finland";"Russia confirms 33,548 new COVID-19 cases https://t.co/AmMcPyfwET"
"2021-11-28 22:56:51+00:00";"Boston";"BREAKING: Former FEMA Whistleblower Celeste Solum explains that the Corona PCR ""test"" is implanting a microchip.	So the Nasopharyngeal Covid19 PCR ""tests"" were never tests at all."
"2021-11-28 22:56:51+00:00";"Miami FL";"Bounce back? The #cruise industry still faces a renewed surge of the Delta variant, while news of the #Covid19 #Omicron variant led to dramatic selling in travel &amp; resort sectors with cruise stocks at or below lows in July / More bad news will follow tomorrow . . . https://t.co/mcn1Vq2Oot"
"2021-11-28 22:56:50+00:00";"treehouse ";"Another deadly wave of COVID shit"
"2021-11-28 22:56:49+00:00";"I've been everywhere, man.. ";"I'd argue fault falls solely at those who politicized the virus and the vaccine. They did this.. https://t.co/MewswqgN1N"
"2021-11-28 22:56:49+00:00";"Prescott, AZ";"“Hello to all the conspiracy theorists overseas watching this. Please get a life,” Gunner told a media briefing on Thursday.""	https://t.co/HxWd9kpLGh"
"2021-11-28 22:56:48+00:00";"";"Here's what we know about COVID omicron variant -- and what we don't know yet https://t.co/XvALvxmOkz"
"2021-11-28 22:56:48+00:00";"London, England";"When a cancer patient can be saved they don’t have any symptoms. It makes 0 sense to get treatment when they do. At the same time any COVID patient, even those consciously refusing vaccination, get VIP treatment. @GBNEWS why don’t you challenge the NHS on that weird principle?"
"2021-11-28 22:56:59+00:00";"The Nether";"Woohoo!!!! My 5g covid microchip has been successfully boosted. As soon as it has fully circulated, I won’t need a phone anymore."
"2021-11-28 22:56:58+00:00";"London, England";"@LBC Nick you’re so ignorant on Covid sorry!!! You follow no science or data, lazy"
"2021-11-28 22:56:57+00:00";"";"Not true the immigrants don’t have to be vaxxed . Don’t spread misinformation https://t.co/P960e8leNI"
"2021-11-28 22:56:57+00:00";"";"Please stop using ""fully vaccinated"" and ""boosters"". This is clearly a 3 shot series (at least). https://t.co/TLrZQmHv0m"
"2021-11-28 22:56:56+00:00";"Wisconsin, USA";"Joe Biden gets a colonoscopy and the next week a new deadly strain of Covid gets announced. Coincidence? I think not. Joe Biden clearly shat out the Omicron variant like an ass baby. #Omicron #jokes"
"2021-11-28 22:56:54+00:00";"";"@DasUlrike You was mentioning him just earlier on…how relevant would be the vaccine tweaking? https://t.co/OGjVMXUrac"
"2021-11-28 22:56:54+00:00";"Utica, NY";"Cryptocurrency Called Omicron Is Up 137%, Even As the Crypto Market Tumbles Due To New Covid-19 Variant By The Same Name $OMIC.X https://t.co/SWnNrrERLD"
"2021-11-28 22:56:54+00:00";"Trelawny Stadium = Falmouth";"@book960 Reggae Walk of Fame at the #Trelawny #Stadium #Falmouth is now Covid19 compliant as an #JTB LICENCED Attraction. Cruise compliant TBA, Reggae 4-20-2022.  18764358401 4049104463 Reggaeinthesun@gmail.com 	Sponsorship partners welcome. 	Tell a friend. Seen?	love"
"2021-11-28 22:56:54+00:00";"New Jersey, USA";"☑️If you’re 18+ and six months out from your second shot of Moderna or Pfizer	☑️If you’re 18+ and two months out from your single shot of Johnson &amp; Johnson		Go out and get your booster: https://t.co/DpwxnEAPpS https://t.co/tvgDfk62o5"
"2021-11-28 22:56:53+00:00";"Betwixt Rock/Hard Place (Earth";"I still follow some MDs that tweet like COVID zero is a possibility. It’s been clear for a while it isn’t happening. Long past time to accept we’re living with this thing and disease isn’t the only risk to consider. Especially now that we have treatments, PPE and vaccines"
"2021-11-28 22:57:03+00:00";"Philly";"Covid breeding like a project bitch how many variants is it 😩😂"
"2021-11-28 22:57:03+00:00";"";"That covid test is a real poop 💩 what it did to me 🥲 it brought elephant 🐘 tears to my eyes 👀"
"2021-11-28 22:57:02+00:00";"";"Canada Confirms Two New Covid 'Omicron' Infections https://t.co/tKvnTJLGzJ https://t.co/Zt2pWrTSVO"
"2021-11-28 22:57:01+00:00";"Montreal";"Travel curbs aimed at COVID variant tighten across the world. https://t.co/V2dDpIGUDO"
"2021-11-28 22:57:00+00:00";"";"UK - How the return of PCR tests and self-isolation for international travel will work https://t.co/qtxg9livRh"
"2021-11-28 22:57:00+00:00";"";"Germany's health minister gave a warning amid a rapid rise in coronavirus cases. https://t.co/PR2Q2nm3IZ"
"2021-11-28 22:57:00+00:00";"";"When they tell you it's not time	to panic it may be time to panic 		Travel doors slam shut as new Covid variant triggers alarm, stranding hundreds of passengers		https://t.co/GFKGfEof48"
"2021-11-28 22:56:59+00:00";"Beijing";"China study warns of 'colossal' COVID outbreak if it opens up like U.S., France https://t.co/6NFSuHdrwM"
"2021-11-28 22:57:06+00:00";"";"Experts advise caution as new strain Covid threat looms https://t.co/hqNVefQJ2F"
"2021-11-28 22:57:12+00:00";"";"@yodifiji If I had 3 wishes granted, other than for covid to go away, that is for Nigeria to elect a female socialist president, Biafra to secede and have self-rule, and Ethiopia to win against its enemies! @ChimamandaReal"
"2021-11-28 22:57:11+00:00";"";"Shots fired at police, journalists in Martinique COVID riots https://t.co/5K1ZFVcSzG"
"2021-11-28 22:57:11+00:00";"Johannesburg K-1";"What if covid is a scam ?!"
