"2021-11-30 00:26:01+00:00";"South Dakota, USA";"Curiosity had me refreshing the @rcschools COVID dashboard several times today, hoping for a status update. All I got in return was data from Nov 19.		I figured I'd give it one more try tonight before stepping away. No joy.		Maybe they are updating the web page to show more data. https://t.co/MGMmsRDGJm"
"2021-11-30 00:26:01+00:00";"Hell, MI";"But what about cancer and covid?? Yall over ensuring we're gonna get wiped out aren't you?? https://t.co/9vgfRRpE5L"
"2021-11-30 00:26:00+00:00";"Lamontville Durban/Jhb";"What happens if you take steroids and you take the vaccine?"
"2021-11-30 00:26:00+00:00";"";"President @JoeBiden’s message to Americans concerned about the Omicron variant: Get vaccinated.	https://t.co/zntT8msaJZ"
"2021-11-30 00:25:59+00:00";"New York";"2. The best protection against the #Omicron variant is to get FULLY vaccinated and then get the booster if you have been vaccinated for the required period of time. 		Get 👏🏾your 👏🏾 booster💉 to👏🏾day. 👏🏾 It's FREE and CDC-approved for all adults 18+. 	#AllInAgainstCOVID"
"2021-11-30 00:25:59+00:00";"United States";"Lol @TheRickWilson is so matter of fact yet hits the bullseye when he says Yeah this is the Exact dumbass GOP playbook to play stupid games win stupid prizes with re Covid conspiracies. 😂😂@thereidout"
"2021-11-30 00:25:59+00:00";"Texas";"""Of all Covid patients in the ICU, about 80% are over 50 and most have risk factors such as high blood pressure, heart failure or diabetes."", by @eugyppius1 https://t.co/E2ScHWLIBx"
"2021-11-30 00:25:59+00:00";"";"@JaneFerguson5 	BEWARE OF """"JUDY WOODRUFF"""", 	NEWSHOUR, TWITTER STORY		JUDY IS AN ANTI JOE BIDEN AND 	ANTI ALL DEMOCRATS !!		LET'S NOT FORGET LIAR-TRUMP 	SAID THE COVID VIRUS IS A ""HOAX""	AND HE LATER BECAME INFECTED 	WITH THE COVID VIRUS 		SO DAMN SAD !!!"
"2021-11-30 00:25:59+00:00";"North Carolina, USA";"ARE YOU SURPRISED?  The	average #COVID death rate	of counties Trump won by	more than 60% is 10X the	death rate of counties Biden	won by the same amt! Why?	Lower #vax rates of people	lacking critical thinking skills. https://t.co/1GdZhYb9pJ"
"2021-11-30 00:25:58+00:00";"New Hampshire, USA";"State Announces 11 New COVID-19 Deaths, 4,654 New Cases, 377 Hospitalizations https://t.co/ZyYggS707T via @nancywestnews #NHPolitics"
"2021-11-30 00:25:57+00:00";"Memphis, TN";"Republicans: We’ll reward you by giving you unemployment benefits if you lose your job because you won’t get vaccinated. Let that sink in."
"2021-11-30 00:25:57+00:00";"Germany";"$PKI @ 185.22 (+1.16%) : Accuracy of PerkinElmer COVID PCR tests not impacted by Omicron variant https://t.co/AjCYBp7fv4"
"2021-11-30 00:25:56+00:00";"Citrus Heights, CA";"So the #Trumpiots are saying the Democrats are making up the #Covid19 Omicron variant for political reasons. So South Africa, and many other countries are working with the American Democratic party to beat Republicans. That orange Kool-Aid must be spiked with something strong. https://t.co/dhESp7KbFE"
"2021-11-30 00:25:56+00:00";"Texas";"Omicron Variant has 50 mutations, the vaccine won't work for it, yet it's being  encouraged, plus boosters. No one has said definitely that it won't work, but God. We minted it last night. When they admit it won't work, take heed to these #NFTCommunity https://t.co/I9fCRYlZy8"
"2021-11-30 00:25:56+00:00";"";"A “win” from a Trump appointed federal judge that puts citizens at risk from a disease which science has created a vaccine to deter the spread! The GOP are murderers! https://t.co/EDDCsGTVZu"
"2021-11-30 00:25:55+00:00";"she her 14
minor asian multi
was httpkunn ";"i'm getting my 1st dose of vaccine today 😬"
"2021-11-30 00:25:55+00:00";"Sacramento, CA";"@GovAbbott HEY ASSHOLE, TAKE A BREAK FROM KILLING KIDS WITH COVID AND FIX TEXAS' SHITHOLE POWERGRID!  9 months after the Texas freeze, the power grid remains vulnerable https://t.co/SKi4bhfaDX via @nbcnews"
"2021-11-30 00:26:04+00:00";"Melbourne";"If this week’s news of a new Covid variant isn’t enough to end the blockade of vaccines what is? We can expect more of these until the whole world is vaccinated. https://t.co/scYXnCyMKm"
"2021-11-30 00:26:03+00:00";"Brisbane";"#Breaking: Queensland has mandated COVID-19 vaccines for all people who work in schools, with at least one vaccine required by the middle of next month.		Teachers and other staff who work in a state or private school must get vaccinated to continue working. #COVID19 https://t.co/L7UEQsuUfS"
"2021-11-30 00:26:03+00:00";"";"✅ out my latest Op Ed for @TheNVIndy where I share suggestions on how to minimize awkward conversations and discuss important pandemic related topics with those you may be celebrating the holidays with this year!		https://t.co/NtyWbsO4SR"
"2021-11-30 00:26:02+00:00";"Ottawa, Ontario";"Great session from @iphcc_ca for Family Docs &amp; others supporting vaccination in Indigenous populations👇 https://t.co/LgIvoJAAkn"
"2021-11-30 00:25:59+00:00";"Boston, MA";"New York City’s @insideouttours is on a mission to make sure tourists leave with a better understanding of the past, present and future of the city, one tour at a time on this episode of #NBCRebound. 		Watch here: https://t.co/zzv0mOEHkM https://t.co/NMQeSduyL6"
"2021-11-30 00:26:08+00:00";"Ft worth";"CeeDee waves bye after game over this dude is fined josh Allen waved DURING a game no fine Aaron Rodgers lies about being vaccinated not suspended misses game due to COVID tristen hill punches after a game suspended 2 games and most likely a fine @nflcommish @NFL  y’all garbage"
"2021-11-30 00:26:08+00:00";"England, United Kingdom";"I'm so excited to go to Dublin tomorrow and see my friends.	It's been so long since I seen them because of covid"
"2021-11-30 00:26:08+00:00";"JDSupra.com";"Year-End Limit, Vaccine and Credit Updates https://t.co/qQjUtyUSCS | by @SullivanLaw"
"2021-11-30 00:26:07+00:00";"";"@JennaEllisEsq New Covid Omicron virus has Demands 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	https://t.co/G6Nl0SjsV3"
"2021-11-30 00:26:07+00:00";"Manchester, England";"People on twitter with #covid symptoms and neg lft are asking what they should do.. The answer is always get a pcr and isolate. 	How are we still at this stage? I think a lack of confidence in the guidance, mixed messages and poor sick pay for many is likely it."
"2021-11-30 00:26:07+00:00";"";"This bunch hsd to go humiliating to be from floriduh   Being  a moron traitor cause of most covid deaths not taking  care of people he's done Matt rubio done https://t.co/L7jJopUWan"
"2021-11-30 00:26:07+00:00";"Manhattan, NY";"Do you think we are stupid?? That we can’t possibly find out you are 2 faced??? WRONG - oh and btw natural immunity has been explored but no one knows how long it’s good for! Many people get Covid twice! @RepNancyMace"
"2021-11-30 00:26:06+00:00";"Kingwood, TX";"WTAF? 		Rep. Ronny Jackson says new COVID variant is a hoax created by the Democrats to create new ballot rules		https://t.co/si7FvuvP8L via @Yahoo"
"2021-11-30 00:26:06+00:00";"";"And there it is. The admission that Covid policies will never go away. https://t.co/mODgeTleqE"
"2021-11-30 00:26:05+00:00";"Qingdao, China";"Xi Jinping: China to supply Africa with additional 1 bln #COVID19 vaccine doses #FOCAC https://t.co/9wnZtUZUyS"
"2021-11-30 00:26:05+00:00";"United Kingdom";"Market fever cools after Covid alarm https://t.co/KYrpcozj5z"
"2021-11-30 00:26:13+00:00";"";"China is far smarter than The West. 	Be like China.		China: “It’s dumb to ‘open-up’ and rely solely on vaccine-centric strategy.”		The West: “Freeduuuuumb!!!” 🤟🏻😵‍💫 https://t.co/aBoPUOQwXB"
"2021-11-30 00:26:13+00:00";"Andover, KS";"Strengthening the food supply chain in response to the COVID-19 pandemic https://t.co/8w87at3KgU"
"2021-11-30 00:26:12+00:00";"CleanlyOyster77 on XboxLive 🎮";"South Park: Post Covid.		#NowPlaying."
"2021-11-30 00:26:12+00:00";"Michigan, USA";"So Canada banned us from traveling bc of Covid and we nd 2 close the border until this new variant is under control. We have enough people n Michigan who refuse 2 get vaccinated.  We don't nd anymore deaths"
"2021-11-30 00:26:11+00:00";"Brisbane, Australia";"People die of Hendra virus and Ebola but there is no worldwide vaccination campaign for these diseases. The incidence of COVID19 has been vastly exaggerated by the inaccurate PCR tests, as the pharmaceutical industry intended. https://t.co/BQobXagkXb"
"2021-11-30 00:26:10+00:00";"New Mexico, USA";"Five-day/Thanksgiving and Weekend-included Totals: #COVID19 update 4,991 new cases, totaling 313,139.		Schedule your shot at https://t.co/XVZkwQk3G4 https://t.co/ClkCyevL4e"
"2021-11-30 00:26:10+00:00";"decentralised";"Bitcoin drops below $54K, stocks sell-off after new COVID-19 variant emerges		Bears took control of BTC price after options markets flashed bearish signals, but should traders be worried? 		                      Crypto exchange Deribit is the absolute https://t.co/JgzP87EHfp https://t.co/YEGcI5IKHN"
"2021-11-30 00:26:09+00:00";"New York";"Don't you wish we could develop a vaccine to stop people from believing right wing lies?"
"2021-11-30 00:26:09+00:00";"Philadelphia, PA";"There is a ""new vaccine sitting there.""  What the hell is he talking about? https://t.co/8yFKBSASMS"
"2021-11-30 00:26:09+00:00";"";"At the same time the GOP account is complaining that Biden failed to stop COVID. These people can't decide what they are angry about. https://t.co/JuSkXvlHUu"
"2021-11-30 00:26:17+00:00";"Florida, USA";"If you want to know what variants are out there start doing PCRs		Rapid COVID tests are not sequenced for variants…they just go in the trash after we get a test result"
"2021-11-30 00:26:16+00:00";"Death round the corner";"That post Covid South Park is legit lmao"
"2021-11-30 00:26:16+00:00";"";"Open SmartNews and read ""U.S. CDC says all adults 18 and over should get COVID-19 booster shots"" here: https://t.co/FywDMEFQAE 	To read it on the web, tap here: https://t.co/RBSJ7ayfFC		Fuck Naw 🤨🤨🤨🤨"
"2021-11-30 00:26:15+00:00";"Philippines";"KUWTT: Polls will be Covid-proof — Comelec | Nov. 30, 2021 https://t.co/ejs8azPuIh"
"2021-11-30 00:26:19+00:00";"";"Republicans are literally the worst. Rep politicians &amp; RW media are deliberately undermining US pandemic response by convincing their base to reject the vaccines even though most themselves are vaccinated. Intentionally losing a winnable war #patriotfrauds https://t.co/cnhzbDfUfg"
"2021-11-30 00:26:19+00:00";"norcal // she/her";"I deeply appreciate the baby gay at krispy kreme who complimented me on the rainbow ribbon pin on my purse and then gave me two bonus donuts to go along with my vaccination freebie 😌💉🍩🏳️‍🌈"
"2021-11-30 00:26:19+00:00";"Kingdom of Northumbria";"The vaxxed are protected by 3, soon to be 4, vaxxs (in 12 months) but the unprotected must be protected to ensure the protected's protection protects them.	This isn't common sense it's a bloody tongue twister. https://t.co/PUvsmhVVRm"
"2021-11-30 00:26:17+00:00";"Birmingham, AL";"Great to talk with ⁦@lauriemcginley2⁩ on this encouraging move by ⁦@pfizer⁩ &amp; relieved the wonderful ⁦@EricTopol⁩ agrees! ⁦@UABNews⁩  https://t.co/OL5UQ7TUzS"
"2021-11-30 00:26:21+00:00";"";"Join us for COVID-19 Vaccines: An Update for the Pulmonologist on Thurs., Dec. 1, with experts Susan Kline, MD, and Joseph Khabbaza, MD, to review the current state of vaccines, boosters, and variants. #COVID19 #vaccines #variants https://t.co/WHYgC1syn4 https://t.co/NawkCzD5ga"
"2021-11-30 00:26:21+00:00";"Ottawa, Ontario";"They are vaccinated! Thanks to @OttawaHealth for a very comfortable experience. Mom was the only one with tears. (Very happy tears...) https://t.co/3Pqbn97aQG"
"2021-11-30 00:26:20+00:00";"Northern Virginia";"Great question! Might explain the massive push to get everyone vaccinated 🧐 How many vaccine doses did we send to African countries? Could the vaccine responsible for the variants? What if we just stopped everything and observe what happens to make informed health decisions 🤔 https://t.co/i6daaEgH55"
"2021-11-30 00:26:20+00:00";"Florida";"I just wanted to say Thank You to everyone that did the right thing and has been vaccinated ."
"2021-11-30 00:26:23+00:00";"";"This is clearly not the case if people who are vaccinated are still catching it from people who aren't. Make it make sense. https://t.co/vWAGwKtT5v"
"2021-11-30 00:26:23+00:00";"Kehena Beach Hawaii";"Federal judge blocks Biden vaccine mandate for health care workers in 10 states https://t.co/OvFQrpeymw https://t.co/MIPNi0PoRg"
"2021-11-30 00:26:21+00:00";"Bay Ridge, Brooklyn";"Reminder that CNN reportedly pays Cuomo 120x the annual salary of the median American journalist to do a job he has said he does not like and does not need.	https://t.co/Wjbw42dszi https://t.co/5zjq2acbpb"
